"Affiliation","Corrected_Affiliation","Affiliation_Used","Frequency","lat","lon","display_name","country","state","city","country_from_coords"
"University of Hamburg; University of Hamburg; University of Konstanz; University of Hamburg; WZB Berlin Social Science Center","NA; University of Hamburg; University of Hamburg","University of Hamburg",7,53.5909051,9.9753758,"Universität Hamburg - Institut für Bewegungswissenschaften, Eimsbüttel, Hamburg, 20251, Deutschland",NA,NA,NA,"Germany"
"Barcelona Supercomputing Center; Barcelona Supercomputing Center (BSC); Barcelona Supercomputing Center (BSC); University of Barcelona (UB)","Barcelona Supercomputing Center (BSC); NA; Barcelona Supercomputing Center (BSC)","Barcelona Supercomputing Center (BSC)",6,41.3898395333878,2.11533398108937,"Barcelona Supercomputing Center (BSC)",NA,NA,NA,"Spain"
"Bilkent University","NA","Bilkent University",6,39.870469,32.7539193,"Bilkent Üniversitesi, 3. Cd., Üniversiteler Mahallesi, Çankaya, Ankara, İç Anadolu Bölgesi, 06800, Türkiye",NA,NA,NA,"Turkey"
"Cyprus University of Technology","NA","Cyprus University of Technology",6,34.6763787,33.044583,"Cyprus University of Technology, Athinon, Καθολική, Λεμεσός, Δήμος Λεμεσού, Επαρχία Λεμεσού, Κύπρος, 3036, Κύπρος - Kıbrıs",NA,NA,NA,"Cyprus"
"Technical University of Munich; Technical University of Munich / Hochschule für Politik München","NA; Technical University of Munich","Technical University of Munich",6,48.2654975,11.6692249,"Technische Universität München, Karl-Schwarzschild-Straße, Hochschul- und Forschungszentrum, Garching bei München, Landkreis München, Bayern, 85748, Deutschland",NA,NA,NA,"Germany"
"Universidad Complutense de Madrid; Complutense University of Madrid; Universidad Complutense","NA; Universidad Complutense de Madrid; Universidad Complutense de Madrid","Universidad Complutense de Madrid",6,40.4314742,-3.7900439,"Universidad Complutense de Madrid (Campus de Somosaguas), Carretera de Húmera, Somosaguas Norte, Húmera, Pozuelo de Alarcón, Comunidad de Madrid, 28023, España",NA,NA,NA,"Spain"
"UNIVERSIDAD REY JUAN CARLOS; Universidad Rey Juan Carlos","Universidad Rey Juan Carlos; NA","Universidad Rey Juan Carlos",6,40.3361179,-3.8771203,"Universidad Rey Juan Carlos, Avenida de Ramón de la Sagra, Móstoles Tecnológico, Móstoles, Comunidad de Madrid, 28933, España",NA,NA,NA,"Spain"
"University of Bath","NA","University of Bath",6,51.3766938,-2.3234206,"University of Bath, Limekiln Lane, Claverton Down, Bath, Bath and North East Somerset, West of England, England, BA2 7PW, United Kingdom",NA,NA,NA,"United Kingdom"
"University of Göttingen","NA","University of Göttingen",6,51.5307523,9.945469,"SOFI, 31, Friedländer Weg, Beethovenstraße, Oststadt, Göttingen, Landkreis Göttingen, Niedersachsen, 37085, Deutschland",NA,NA,NA,"Germany"
"University of Iowa","NA","University of Iowa",6,41.6683126,-91.5795267,"The University of Iowa, Woodside Drive, Lakewood, Iowa City, Johnson County, Iowa, 52246, United States",NA,NA,NA,"United States of America"
"IAST, Toulouse School of Economics; IAST-TSE; Institute for Advanced Study in Toulouse; Institute for Advanced Study in Toulouse (IAST) and Toulouse School of Economics (TSE); Institute for Advanced Study in Toulouse, Toulouse School of Economics","IAST; IAST; IAST; IAST; IAST","IAST",5,39.9513286,-75.1920995,"Roy and Diana Vagelos Laboratories of the IAST, 3340, Smith Walk, University City, West Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19104, United States",NA,NA,NA,"United States of America"
"Lund University","NA","Lund University",5,55.7126504,13.2107587,"Lunds Tekniska Högskola, Box 118, John Ericssons väg, Norra universitetsområdet, Norr, Lund, Lunds kommun, Skåne län, 221 00, Sverige",NA,NA,NA,"Sweden"
"The Hebrew University of Jerusalem","NA","The Hebrew University of Jerusalem",5,31.7943571876016,35.2426830904383,"The Hebrew University of Jerusalem",NA,NA,NA,"Palestine"
"Trinity College Dublin","NA","Trinity College Dublin",5,53.3436671,-6.2544366,"Trinity College Dublin, College Green, Mansion House A Ward 1986, Dublin, County Dublin, Leinster, D02 VR66, Éire / Ireland",NA,NA,NA,"Ireland"
"University of Bologna","NA","University of Bologna",5,44.4982886,11.354457,"Università di Bologna, Via Irnerio, Irnerio, Santo Stefano, Bologna, Emilia-Romagna, 40126, Italia",NA,NA,NA,"Italy"
"University of Florence","NA","University of Florence",5,43.778893,11.2600403,"Biblioteca della Gonzaga university in Florence, Via della Dogana, Quartiere 1, Firenze, Toscana, 50120, Italia",NA,NA,NA,"Italy"
"University of Florida","NA","University of Florida",5,28.597661,-81.2158247,"University, Orange County, Florida, United States",NA,NA,NA,"United States of America"
"University of Innsbruck","NA","University of Innsbruck",5,47.2633159,11.3844733,"Universität Innsbruck - Campus Innrain, Innerkoflerstraße, Innenstadt, Innsbruck, Tirol, 6020, Österreich",NA,NA,NA,"Austria"
"University of Missouri; SAP SE; University of Missouri","NA; University of Missouri","University of Missouri",5,38.9364147,-92.329703,"University of Missouri, Columbia, Columbia Township, Boone County, Missouri, 65211, United States",NA,NA,NA,"United States of America"
"University of Nottingham","NA","University of Nottingham",5,52.9387428,-1.2002957,"University of Nottingham, University Boulevard, Dunkirk, City of Nottingham, East Midlands, England, NG7 2RD, United Kingdom",NA,NA,NA,"United Kingdom"
"University of Pennsylvania","NA","University of Pennsylvania",5,39.9503945,-75.1946713,"University of Pennsylvania, Washington Avenue, Schuylkill, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19104, United States",NA,NA,NA,"United States of America"
"University of Reading","NA","University of Reading",5,51.4402496,-0.9484891,"Reading University, Chancellor's Way, Whitley, Reading, England, RG6 6DF, United Kingdom",NA,NA,NA,"United Kingdom"
"University of St Andrews","NA","University of St Andrews",5,56.3398198,-2.8117937,"University of St Andrews, North Street, St Andrews, Fife, Alba / Scotland, KY16 9AJ, United Kingdom",NA,NA,NA,"United Kingdom"
"Université de Montréal; Université de Montréal; Sciences Po","NA; Université de Montréal","Université de Montréal",5,45.5047577,-73.6145418,"Université de Montréal, 2900, Boulevard Édouard-Montpetit, Côte-des-Neiges, Côte-des-Neiges–Notre-Dame-de-Grâce, Montréal, Agglomération de Montréal, Montréal (région administrative), Québec, H3T 1J4, Canada",NA,NA,NA,"Canada"
"Zeppelin University, Friedrichshafen; Zeppelin University; Zeppelin University, Friedrichshafen; LMU, Munich","NA; Zeppelin University, Friedrichshafen; Zeppelin University, Friedrichshafen","Zeppelin University, Friedrichshafen",5,47.6596567226953,9.43262480437653,"Zeppelin University, Friedrichshafen",NA,NA,NA,"Germany"
"Brigham Young University","NA","Brigham Young University",4,40.2554083,-111.6496832,"Brigham Young University, Provo River Parkway, Riverside, Pleasant View, Provo, Utah County, Utah, 84602, United States",NA,NA,NA,"United States of America"
"Bundeswehr University; Center for Crisis Early Warning, University of the Bundeswehr Munich","NA; Bundeswehr University","Bundeswehr University",4,48.0766312,11.6359736,"Universität der Bundeswehr München, Römerfeld, Vivamus Park, Unterbiberg, Neubiberg, Landkreis München, Bayern, 85579, Deutschland",NA,NA,NA,"Germany"
"CUNEF Universidad; CUNEF; CUNEF Universidad; Ministerio de Economía, Comercio y Empresa","CUNEF; NA; CUNEF","CUNEF",4,NA,NA,NA,NA,NA,NA,NA
"Catholic University of Milan; Catholic University of Milan and CLEAN; Cattolica University; Cattolica University Milan","Catholic University of Milan; Catholic University of Milan; Catholic University of Milan; Catholic University of Milan","Catholic University of Milan",4,NA,NA,NA,NA,NA,NA,NA
"Department of Social, Political and Cognitive Sciences, University of Siena","NA","Department of Social, Political and Cognitive Sciences, University of Siena",4,NA,NA,NA,NA,NA,NA,NA
"Doha Institute for Graduate Studies","NA","Doha Institute for Graduate Studies",4,NA,NA,NA,NA,NA,NA,NA
"EAFIT University","NA","EAFIT University",4,6.2002021,-75.5784855,"Universidad EAFIT, 7 sur - 50, Carrera 49, La Aguacatala, Comuna 14 - El Poblado, Perímetro Urbano Medellín, Medellín, Valle de Aburrá, Antioquia, RAP del Agua y la Montaña, 050001, Colombia",NA,NA,NA,"Colombia"
"ITAM","NA","ITAM",4,19.3451429,-99.1998346,"Instituto Tecnológico Autónomo de México, 1, Calle Río Hondo, Batán Barrio Viejo, Ciudad de México, Álvaro Obregón, Ciudad de México, 01080, México",NA,NA,NA,"Mexico"
"Northwestern University","NA","Northwestern University",4,42.0557157,-87.6752945,"Northwestern University, 633, Clark Street, Downtown, Evanston, Evanston Township, Cook County, Illinois, 60208, United States",NA,NA,NA,"United States of America"
"Norwegian Business School","NA","Norwegian Business School",4,NA,NA,NA,NA,NA,NA,NA
"Queen Mary University of London","NA","Queen Mary University of London",4,51.5247403,-0.0393136,"Queen Mary University of London, 327, Mile End Road, Mile End, London Borough of Tower Hamlets, London, Greater London, England, E1 4NS, United Kingdom",NA,NA,NA,"United Kingdom"
"Radboud University","NA","Radboud University",4,51.8215172,5.8634209,"Radboud Universiteit, Kwekerijweg, Heijendaal, Nijmegen-Midden, Nijmegen, Gelderland, Nederland, 6525 RZ, Nederland",NA,NA,NA,"Netherlands"
"Universidad Autónoma de Madrid","NA","Universidad Autónoma de Madrid",4,40.5453765,-3.6949578,"Universidad Autónoma de Madrid (U.A.M.) Campus de Cantoblanco, Avenida de Francisco Tomás y Valiente, El Goloso, Fuencarral-El Pardo, Madrid, Comunidad de Madrid, 28049, España",NA,NA,NA,"Spain"
"Universidad Pablo de Olavide; Universidad Pablo de Olavide (Sevilla, España)","NA; Universidad Pablo de Olavide","Universidad Pablo de Olavide",4,37.3560809,-5.9381678,"Universidad Pablo de Olavide, Calle Juan Díaz de Solís, Condequinto, Dos Hermanas, Sevilla, Andalucía, 41089, España",NA,NA,NA,"Spain"
"University of California, Davis","NA","University of California, Davis",4,38.5337904,-121.7907544,"University of California, Davis, 1, Russell Boulevard, Davis, Yolo County, California, 95616, United States",NA,NA,NA,"United States of America"
"University of Cyprus","NA","University of Cyprus",4,35.1434031,33.4140514,"Πανεπιστήμιο Κύπρου, Lefkadas, Sopaz, Panayia, Λευκωσία, Λευκωσία - Lefkoşa, Δήμος Λευκωσίας, Επαρχία Λευκωσίας, Κύπρος, 1646, Κύπρος - Kıbrıs",NA,NA,NA,"Cyprus"
"University of Genoa; Department of Political and International Sciences, University of Genoa","NA; University of Genoa","University of Genoa",4,44.4148861,8.9266707,"Università degli Studi di Genova, Via Balbi, Prè, Centro Est, Genova, Liguria, 16126, Italia",NA,NA,NA,"Italy"
"Department of International Relations and International Organizations, University of Groningen; University of Groningen","University of Groningen; NA","University of Groningen",4,53.2194415,6.5629863,"Rijksuniversiteit Groningen, Pausgang, Bisschopskwartier, Binnenstad, Centrum, Groningen, Nederland, 9712 EZ, Nederland",NA,NA,NA,"Netherlands"
"University of Hannover","NA","University of Hannover",4,52.4256466,9.6193803,"Campus Maschinenbau der Leibniz Universität Hannover, Heinz-Haferkamp-Straße, Garbsen-Mitte, Ortschaft Garbsen, Garbsen, Region Hannover, Niedersachsen, 30823, Deutschland",NA,NA,NA,"Germany"
"University of Houston","NA","University of Houston",4,29.7207902,-95.3440627,"University of Houston, 4800, Calhoun Road, University Oaks, Houston, Harris County, Texas, 77004, United States",NA,NA,NA,"United States of America"
"University of Liverpool","NA","University of Liverpool",4,53.4072429,-2.9658337,"University of Liverpool, Daulby Street, Knowledge Quarter, Edge Hill, Liverpool, Liverpool City Region, England, L7 8XZ, United Kingdom",NA,NA,NA,"United Kingdom"
"University of Southern Denmark","NA","University of Southern Denmark",4,55.3678532,10.4280534,"Syddansk Universitet, Moseskovvej, Cortex Park, Odense, Odense Kommune, 5220, Danmark",NA,NA,NA,"Denmark"
"University of Texas at Austin","NA","University of Texas at Austin",4,30.2851494,-97.7339352,"University of Texas at Austin, 1, Allandale, Austin, Travis County, Texas, 78712, United States",NA,NA,NA,"United States of America"
"University of Warwick","NA","University of Warwick",4,52.2709725,-1.5415008,"Warwick University, Delphi Close, Warwick Gates, Warwick, Warwickshire, England, CV34 6RR, United Kingdom",NA,NA,NA,"United Kingdom"
"University of Wisconsin-Madison","NA","University of Wisconsin-Madison",4,43.0802745,-89.4309587,"University of Wisconsin-Madison, Du Rose Terrace, Rocky Bluff, Madison, Dane County, Wisconsin, 53705, United States",NA,NA,NA,"United States of America"
"University of York; Department of Politics and International Relations, University of York, UK","NA; University of York","University of York",4,43.7739325,-79.4988225,"York University, 120, Ian Macdonald Boulevard, York University Heights, Humber River—Black Creek, North York, Toronto, Golden Horseshoe, Ontario, M7A 2C5, Canada",NA,NA,NA,"Canada"
"Vienna University of Economics and Business (WU)","NA","Vienna University of Economics and Business (WU)",4,48.2138034,16.4081745,"Wirtschaftsuniversität Wien, 1, Welthandelsplatz, KG Leopoldstadt, Leopoldstadt, Wien, 1020, Österreich",NA,NA,NA,"Austria"
"Department of Philosophy, Politics & Economics, Witten/Herdecke University, Germany; University Witten/Herdecke; Witten/Herdecke University","Witten/Herdecke University; Witten/Herdecke University; NA","Witten/Herdecke University",4,51.4521881,7.3571148,"Universität Witten/Herdecke, 50, Alfred-Herrhausen-Straße, Wullen, Annen, Witten, Ennepe-Ruhr-Kreis, Nordrhein-Westfalen, 58455, Deutschland",NA,NA,NA,"Germany"
"Zürich University of Applied Sciences","NA","Zürich University of Applied Sciences",4,47.4968435,8.7298072,"Zürcher Hochschule für Angewandte Wissenschaften, Turmhaldenstrasse, Heiligberg, Stadt, Winterthur, Bezirk Winterthur, Zürich, 8403, Schweiz/Suisse/Svizzera/Svizra",NA,NA,NA,"Switzerland"
"Aalto University","NA","Aalto University",3,60.1860789,24.8281018,"Aalto-yliopisto, 24, Otakaari, Teekkarikylä, Otaniemi, Suur-Tapiola, Espoo, Helsingin seutukunta, Uusimaa, Manner-Suomi, 02150, Suomi / Finland",NA,NA,NA,"Finland"
"American University","NA","American University",3,38.9377511,-77.0894676,"American University, 4400, Massachusetts Avenue Northwest, City Ridge, Cathedral Heights, Ward 3, Washington, District of Columbia, 20016, United States",NA,NA,NA,"United States of America"
"BI Norwegian Business School","NA","BI Norwegian Business School",3,NA,NA,NA,NA,NA,NA,NA
"Birkbeck, University of London","NA","Birkbeck, University of London",3,NA,NA,NA,NA,NA,NA,NA
"Centre Marc Bloch","NA","Centre Marc Bloch",3,NA,NA,NA,NA,NA,NA,NA
"Collegio Carlo Alberto","NA","Collegio Carlo Alberto",3,44.9998325,7.6847025,"Collegio Carlo Alberto, 30, Via Real Collegio, Moncalieri, Torino, Piemonte, 10024, Italia",NA,NA,NA,"Italy"
"Department of Social Political and Cognitive Sciences, University of Siena","NA","Department of Social Political and Cognitive Sciences, University of Siena",3,NA,NA,NA,NA,NA,NA,NA
"Durham University","NA","Durham University",3,54.7641281,-1.5863066,"Durham Business School, Mill Hill Lane, Merryoaks, City of Durham, Durham, County Durham, North East, England, DH1 3LB, United Kingdom",NA,NA,NA,"United Kingdom"
"ESPOL Doctoral Student; ESPOL Professor; ESPOL-LAB, Université Catholique de Lille","ESPOL; ESPOL; ESPOL","ESPOL",3,-2.147712,-79.9647289,"ESCUELA SUPERIOR POLITECNICA DEL LITORAL, Perimetro del Campus Espol, Guayaquil, Guayas, 090150, Ecuador",NA,NA,NA,"Ecuador"
"Erasmus University Rotterdam","NA","Erasmus University Rotterdam",3,51.9176312,4.5259623,"Erasmus Universiteit Rotterdam, 50, Burgemeester Oudlaan, Kralingen-Oost, Rotterdam, Zuid-Holland, Nederland, 3062 PA, Nederland",NA,NA,NA,"Netherlands"
"European University Viadrina; European University Viadrina Frankfurt (Oder)","European University Viadrina; European University Viadrina","European University Viadrina",3,52.3421778154161,14.553913656578,"European University Viadrina",NA,NA,NA,"Germany"
"Florida State University","NA","Florida State University",3,30.442216,-84.297453,"Florida State University, 600, West College Avenue, College Town, Tallahassee, Leon County, Florida, 32306, United States",NA,NA,NA,"United States of America"
"Getulio Vargas Foundation","NA","Getulio Vargas Foundation",3,NA,NA,NA,NA,NA,NA,NA
"Harvard Business School","NA","Harvard Business School",3,42.3659617,-71.1215064,"Harvard Business School, Albert H. Gordon Road, Barry's Corner, Allston, Boston, Suffolk County, Massachusetts, 02163, United States",NA,NA,NA,"United States of America"
"Hebrew University of Jerusalem","NA","Hebrew University of Jerusalem",3,31.7918555,35.244723,"האוניברסיטה העברית בירושלים, Reagan Plaza, הר הצופים, ירושלים | القدس, נפת ירושלים, מחוז ירושלים, 9711769, ישראל",NA,NA,NA,"Palestine"
"Hobby School of Public Affairs, University of Houston","NA","Hobby School of Public Affairs, University of Houston",3,NA,NA,NA,NA,NA,NA,NA
"Hong Kong University of Science and Technology","NA","Hong Kong University of Science and Technology",3,22.3358031,114.2659088,"香港科技大學 The Hong Kong University of Science and Technology, 大學道 University Road, 碧水新村 Pik Shui San Tsuen, 大埔仔 Tai Po Tsai, 西貢區 Sai Kung District, 新界 New Territories, 香港 Hong Kong, 中国",NA,NA,NA,"Hong Kong"
"Institute of Political Science, Academia Sinica","NA","Institute of Political Science, Academia Sinica",3,NA,NA,NA,NA,NA,NA,NA
"Institute of Social Sciences, University of Lisbon","NA","Institute of Social Sciences, University of Lisbon",3,NA,NA,NA,NA,NA,NA,NA
"JM","NA","JM",3,-19.8358432,-43.1678773,"Instituto de Ciências Exatas e Aplicadas (ICEA) - UFOP Campus JM, 115, Rua Trinta e Seis, Vera Cruz, João Monlevade, Região Geográfica Imediata de João Monlevade, Região Geográfica Intermediária de Ipatinga, Minas Gerais, Região Sudeste, 35931-017, Brasil",NA,NA,NA,"Brazil"
"KU Leuven","NA","KU Leuven",3,50.8057128,3.2915374,"KU Leuven Kulak, Etienne Sabbelaan, Kortrijk, West-Vlaanderen, 8500, België / Belgique / Belgien",NA,NA,NA,"Belgium"
"Leuphana University Lüneburg","NA","Leuphana University Lüneburg",3,53.2287819,10.4014752,"Leuphana Universität Lüneburg, 1, Universitätsallee, Bockelsberg, Lüneburg, Niedersachsen, 21335, Deutschland",NA,NA,NA,"Germany"
"Matej Bel University","NA","Matej Bel University",3,NA,NA,NA,NA,NA,NA,NA
"Michigan State University","NA","Michigan State University",3,42.7023794,-84.4803869,"Michigan State University, 426, Auditorium Road, River Trail Neighborhood, East Lansing, Ingham County, Michigan, 48824, United States",NA,NA,NA,"United States of America"
"Philipps-Universität Marburg","NA","Philipps-Universität Marburg",3,50.8124763,8.7722345,"Philipps-Universität Marburg - Campus Firmanei, 10, Biegenstraße, Biegenviertel, Campusviertel, Marburg, Landkreis Marburg-Biedenkopf, Hessen, 35037, Deutschland",NA,NA,NA,"Germany"
"Purdue University; Purdue University; Northwestern University","NA; Purdue University","Purdue University",3,40.430028,-86.9264211,"Purdue University, 610, West Lafayette, Tippecanoe County, Indiana, 47907, United States",NA,NA,NA,"United States of America"
"Radboud University Nijmegen","NA","Radboud University Nijmegen",3,51.8215172,5.8634209,"Radboud Universiteit, Kwekerijweg, Heijendaal, Nijmegen-Midden, Nijmegen, Gelderland, Nederland, 6525 RZ, Nederland",NA,NA,NA,"Netherlands"
"Royal Holloway; Royal Holloway University, London; Royal Holloway University, London; HUN-REN CERS","NA; Royal Holloway; Royal Holloway","Royal Holloway",3,51.4244496,-0.5642561,"Royal Holloway, South Road, Englefield Green, Runnymede, Surrey, England, TW20 0RL, United Kingdom",NA,NA,NA,"United Kingdom"
"Royal Holloway University of London","NA","Royal Holloway University of London",3,51.4244496,-0.5642561,"Royal Holloway, South Road, Englefield Green, Runnymede, Surrey, England, TW20 0RL, United Kingdom",NA,NA,NA,"United Kingdom"
"Századvég Foundation, Budapest, Hungary; Századvég Foundation, Budapest, Hungary; HUN-REN Centre for Social Sciences, Budapest, Hungary; Institute for Quantitative Social Sciences, Harvard University; Századvég Foundation, Budapest, Hungary; Pázmány Péter Catholic University, Budapest, Hungary; Budapest Metropolitan University, Budapest, Hungary; University of Pécs - Applied Ontology Research Group, Pécs, Hungary","NA; Századvég Foundation, Budapest, Hungary; Századvég Foundation, Budapest, Hungary","Századvég Foundation, Budapest, Hungary",3,NA,NA,NA,NA,NA,NA,NA
"Texas A&M University","NA","Texas A&M University",3,35.5934765,-105.7659817,"Texas A, Oak Road, Glorieta Camps, Glorieta, Santa Fe County, New Mexico, 87535, United States",NA,NA,NA,"United States of America"
"The Carter Center","NA","The Carter Center",3,0.3235913,32.5746225,"The Carter Center, Buganda Road, Bat Valley, Central, Kampala Capital City, Kampala, Central Region, Uganda",NA,NA,NA,"Uganda"
"Tulane University","NA","Tulane University",3,29.9412195,-90.1201009,"Tulane University, 6823, Saint Charles Avenue, Black Pearl, Greenville, New Orleans, Orleans Parish, Louisiana, 70118, United States",NA,NA,NA,"United States of America"
"UC Davis","NA","UC Davis",3,38.5337904,-121.7907544,"University of California, Davis, 1, Russell Boulevard, Davis, Yolo County, California, 95616, United States",NA,NA,NA,"United States of America"
"UNC Charlotte","NA","UNC Charlotte",3,35.3064945,-80.7349705,"The University of North Carolina at Charlotte, 9201, University City Boulevard, University City, Charlotte, Mecklenburg County, North Carolina, 28223, United States",NA,NA,NA,"United States of America"
"Universidade de Santiago de Compostela","NA","Universidade de Santiago de Compostela",3,42.876257,-8.5535986,"Servizo de Normalización Lingüística da Universidade de Santiago de Compostela, Avenida das Ciencias, San Lourenzo, O Ensanche, Santiago de Compostela, Santiago, A Coruña, Galicia, 15782, España",NA,NA,NA,"Spain"
"University of Burgos","NA","University of Burgos",3,42.3413549,-3.7283532,"Universidad de Burgos - Servicios Centrales, Calle Rollo, Hospital del Rey, Distrito Oeste, Burgos, Castilla y León, 09001, España",NA,NA,NA,"Spain"
"Department of Political Science, UC Santa Barbara, USA; University of California in Santa Barbara","University of California in Santa Barbara; NA","University of California in Santa Barbara",3,NA,NA,NA,NA,NA,NA,NA
"University of California, Merced","NA","University of California, Merced",3,37.365182,-120.4225275,"University of California, Merced, 5200, Shaver Lake Road, Merced, Merced County, California, 95343, United States",NA,NA,NA,"United States of America"
"University of Colorado Boulder; University of Colorado Boulder; Universidad Carlos III de Madrid–IC; University of Colorado, Boulder","NA; University of Colorado Boulder; University of Colorado Boulder","University of Colorado Boulder",3,40.0069373,-105.2663866,"University of Colorado Boulder (Main Campus), Boulder Creek Path, The Hill, Boulder, Boulder County, Colorado, 80309, United States",NA,NA,NA,"United States of America"
"University of Exeter","NA","University of Exeter",3,50.1701604,-5.1241802,"University of Exeter, Quethiock, Cornwall, England, TR10 9EZ, United Kingdom",NA,NA,NA,"United Kingdom"
"University of Marburg","NA","University of Marburg",3,50.8124763,8.7722345,"Philipps-Universität Marburg - Campus Firmanei, 10, Biegenstraße, Biegenviertel, Campusviertel, Marburg, Landkreis Marburg-Biedenkopf, Hessen, 35037, Deutschland",NA,NA,NA,"Germany"
"University of Murcia","NA","University of Murcia",3,37.9912577,-1.1852019,"UCAM - Universidad Católica San Antonio de Murcia, Costera Norte, El Portón de los Jerónimos, Los Jeronimos, Guadalupe, Murcia, Área Metropolitana de Murcia, Región de Murcia, 30107, España",NA,NA,NA,"Spain"
"University of Notre Dame","NA","University of Notre Dame",3,7.2153932,124.2503707,"Notre Dame University, Don Cesar Street, Poblacion 4, Poblacion, Cotabato City, Bangsamoro, 9600, Philippines",NA,NA,NA,"Philippines"
"University of Oviedo","NA","University of Oviedo",3,43.3580268,-5.8542279,"Universidad de Oviedo - Campus de Llamaquique, Calle Aniceto Sela, Llamaquique, Centro y casco histórico, Oviedo, Asturias / Asturies, 33071, España",NA,NA,NA,"Spain"
"University of Turku","NA","University of Turku",3,60.4560731,22.2864097,"Turun yliopisto, Yliopistonmäki, I, Keskusta, Turku, Turun seutukunta, Varsinais-Suomi, Manner-Suomi, 20500, Suomi / Finland",NA,NA,NA,"Finland"
"University of Verona","NA","University of Verona",3,45.4363394,11.0030301,"Università degli Studi di Verona, Viale Università, Veronetta, Centro Storico, Verona, Veneto, 37129, Italia",NA,NA,NA,"Italy"
"Utrecht University","NA","Utrecht University",3,52.0832758,5.1478185,"University College Utrecht, 1, Campusplein, Galgenwaard E.o., Wilhelminapark, Rijnsweerd, Oost, Utrecht, Nederland, 3584 ED, Nederland",NA,NA,NA,"Netherlands"
"Vienna University of Economics and Business","NA","Vienna University of Economics and Business",3,48.2138034,16.4081745,"Wirtschaftsuniversität Wien, 1, Welthandelsplatz, KG Leopoldstadt, Leopoldstadt, Wien, 1020, Österreich",NA,NA,NA,"Austria"
"VU Amsterdam; Vrije Universiteit Amsterdam; Vrije Universitiet Amsterdam","Vrije Universiteit Amsterdam; Vrije Universiteit Amsterdam; Vrije Universiteit Amsterdam","Vrije Universiteit Amsterdam",3,52.3340539,4.8651882,"Vrije Universiteit Amsterdam, 1105, De Boelelaan, VU-kwartier, Zuidas, Zuid, Amsterdam, Noord-Holland, Nederland, 1081 HV, Nederland",NA,NA,NA,"Netherlands"
"Washington University in St Louis","NA","Washington University in St Louis",3,38.6471982,-90.3167316,"Chabad at Washington University in St. Louis, University City, Saint Louis County, Missouri, United States",NA,NA,NA,"United States of America"
"World Bank","NA","World Bank",3,0.3166317,32.5795715,"World Bank - Uganda Country Office, 1, Lumumba Avenue, Bat Valley, Central, Kampala Capital City, Kampala, Central Region, Uganda",NA,NA,NA,"Uganda"
"Åbo Akademi University, Finland","NA","Åbo Akademi University, Finland",3,60.4534537,22.2794289,"Åbo Akademi, Kasarminkatu, Kasarmialue, I, Keskusta, Turku, Turun seutukunta, Varsinais-Suomi, Manner-Suomi, 20500, Suomi / Finland",NA,NA,NA,"Finland"
"Arizona State University","NA","Arizona State University",2,33.4213174,-111.9331631,"Arizona State University, 1151, South Forest Avenue, Tempe Junction, Tempe, Maricopa County, Arizona, 85281, United States",NA,NA,NA,"United States of America"
"Assistant Professor","NA","Assistant Professor",2,NA,NA,NA,NA,NA,NA,NA
"Australian National University","NA","Australian National University",2,-35.2812742,149.1172023,"Australian National University, Edinburgh Avenue, City, Canberra, District of Canberra Central, Australian Capital Territory, 2601, Australia",NA,NA,NA,"Australia"
"Brown University","NA","Brown University",2,41.8186395,-71.4088009,"Brown University, Richmond Street, Downtown, Providence, Providence County, Rhode Island, 02912, United States",NA,NA,NA,"United States of America"
"CSIC","NA","CSIC",2,NA,NA,NA,NA,NA,NA,NA
"California Institute of Technology","NA","California Institute of Technology",2,34.1370138,-118.1252883,"California Institute of Technology, East California Boulevard, Pasadena, Los Angeles County, California, 91125, United States",NA,NA,NA,"United States of America"
"Cardiff University","NA","Cardiff University",2,51.4887426,-3.1795999,"Cardiff University, Park Place, Civic Centre, Castle, Cardiff, Cymru / Wales, CF10 3AT, United Kingdom",NA,NA,NA,"United Kingdom"
"Centre Estudis Opinio; Centre d'Estudis d'Opinió","Centre d'Estudis d'Opinió; NA","Centre d'Estudis d'Opinió",2,NA,NA,NA,NA,NA,NA,NA
"Centre for the Politics of Feelings, SAS University of London; Department of Psychology, Royal Holloway University of London","NA","Centre for the Politics of Feelings, SAS University of London; Department of Psychology, Royal Holloway University of London",2,NA,NA,NA,NA,NA,NA,NA
"Claremont Graduate University","NA","Claremont Graduate University",2,34.1103852,-117.7175884,"Claremont Graduate University, Via Zurita, Claremont, Los Angeles County, California, 91711, United States",NA,NA,NA,"United States of America"
"Clemson University","NA","Clemson University",2,34.6686915,-82.8374348,"Clemson University, Purple Court, Tiger Towne Village, Clemson, Pickens County, South Carolina, 29634, United States",NA,NA,NA,"United States of America"
"Colorado State University","NA","Colorado State University",2,40.5706567,-105.0853995,"Colorado State University, Spring Creek Trail, Lexington Green, Fort Collins, Larimer County, Colorado, 80526, United States",NA,NA,NA,"United States of America"
"Concordia University","NA","Concordia University",2,45.495244,-73.5785815,"Concordia University (SGW Campus), Rue Saint-Marc, Ville-Marie, Montréal, Agglomération de Montréal, Montréal (région administrative), Québec, H3H 2G4, Canada",NA,NA,NA,"Canada"
"Czech Academy of Sciences","NA","Czech Academy of Sciences",2,NA,NA,NA,NA,NA,NA,NA
